Barangay_key,RMSE,MAE,sMAPE,RMSE_rank,MAE_rank,sMAPE_rank,CompositeScore
malamba,0.32761970885271235,0.17481606741029979,1.9654343681640247,156.0,144.0,52.0,117.33333333333333
manambulan,0.3881931750205868,0.19838716964196149,1.9647717299588734,138.0,140.0,53.0,110.33333333333333
mandug,1.5982994537755622,1.118647331085892,1.333621570196754,33.0,33.0,149.0,71.66666666666667
manuel guianga,0.7025310151446538,0.4064908471131251,1.8762328060362325,89.0,87.0,99.0,91.66666666666667
mapula,0.284753167928727,0.09362300836301014,1.9952195116702574,162.0,171.0,10.0,114.33333333333333
marapangi,0.7656289713195908,0.5694144623362497,1.718450501168724,78.0,65.0,123.0,88.66666666666667
marilog,1.6455495473497548,1.195669971706041,1.3092699592601482,27.0,29.0,152.0,69.33333333333333
matina aplaya,1.8830252798040739,1.3780299120711172,0.9073820226610495,23.0,19.0,172.0,71.33333333333333
matina biao,0.5250816374964328,0.2473862883184583,1.9584374289905906,112.0,125.0,60.0,99.0
matina crossing,2.795618587196696,1.9478253075043253,0.6629022539473407,7.0,8.0,179.0,64.66666666666667
matina pangi,1.1752637463276019,0.8975227774491977,1.3217628179272638,46.0,43.0,151.0,80.0
megkawayan,0.26967246445666626,0.1004256745538978,1.9923145047103417,164.0,170.0,18.0,117.33333333333333
mintal,1.98429400867755,1.4897525139042564,1.0156597366950608,21.0,17.0,167.0,68.33333333333333
mudiang,0.5896874563974498,0.2788552689364632,1.9546182981689169,104.0,114.0,64.0,94.0
mulig,0.9772301491739379,0.6068205519802096,1.8163574187656162,53.0,62.0,111.0,75.33333333333333
new carmen,0.44392648201282087,0.17361818708627463,1.9775747341977519,128.0,146.0,38.0,104.0
new valencia,0.3539024217372085,0.16771938678427195,1.976854239710633,149.0,147.0,40.0,112.0
pampanga,0.9339557001316298,0.7845054662364995,1.3889321883214991,58.0,46.0,146.0,83.33333333333333
panacan,2.389458819538828,1.7897954373555034,0.8089005703176634,12.0,10.0,174.0,65.33333333333333
panalum,0.36402207528422115,0.11856082977322117,1.9940419035220789,144.0,164.0,12.0,106.66666666666667
pandaitan,0.41178375542201756,0.1406666573115921,1.9930290194140337,133.0,154.0,17.0,101.33333333333333
pangyan,0.7412144277367377,0.2595123419350582,1.9765528608602545,80.0,122.0,41.0,81.0
paquibato,0.8421569849630473,0.5132249147361828,1.823595579643473,68.0,77.0,108.0,84.33333333333333
paradise embak,0.4659081013554974,0.19162342170260832,1.9753274390260842,124.0,141.0,42.0,102.33333333333333
