run_id,view_mode,queue_type,weeks_to_sum,baseline_weeks,epsilon,ranking_formula_version,model_name,rank,barangay,actual_cases_past_W,past_8w_avg,baseline_expected_W,forecast_cases_next_W,surge_ratio,surge_eligible,baseline_eligible,priority_eligible,baseline_weeks_used,nonzero_weeks_8w,rank_reason
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,30,barangay 9 a,1.0,0.2692307692307692,1.0769230769230769,3.040981640255051,1.4641763453079877,True,True,True,26,1,Surge 1.46x vs baseline; forecast W: 3.04
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,31,toril,7.0,1.25,5.0,8.763773860892508,1.460628976815418,True,True,True,8,5,Surge 1.46x vs baseline; forecast W: 8.76
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,32,barangay 5 a,0.0,0.5769230769230769,2.3076923076923075,4.741057990318898,1.433343113352225,True,True,True,26,0,Surge 1.43x vs baseline; forecast W: 4.74
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,33,lubogan,3.0,0.625,2.5,4.645279041019526,1.3272225831484359,True,True,True,8,4,Surge 1.33x vs baseline; forecast W: 4.65
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,34,mintal,2.0,1.375,5.5,8.572215962293766,1.3188024557375024,True,True,True,8,4,Surge 1.32x vs baseline; forecast W: 8.57
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,35,barangay 31 d,2.0,0.5,2.0,3.6874895480258094,1.2291631826752698,True,True,True,8,4,Surge 1.23x vs baseline; forecast W: 3.69
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,36,marilog,3.0,0.75,3.0,4.765002727643741,1.1912506819109352,True,True,True,8,4,Surge 1.19x vs baseline; forecast W: 4.77
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,37,tigatto,3.0,1.6923076923076923,6.769230769230769,9.242668607389366,1.1896504148124927,True,True,True,26,3,Surge 1.19x vs baseline; forecast W: 9.24
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,38,ilang,1.0,0.9230769230769231,3.6923076923076925,5.363621160764815,1.1430668047531571,True,True,True,26,1,Surge 1.14x vs baseline; forecast W: 5.36
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,39,bago gallera,5.0,1.1153846153846154,4.461538461538462,6.225631704459159,1.1399043965911138,True,True,True,26,3,Surge 1.14x vs baseline; forecast W: 6.23
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,40,barangay 21 c,0.0,0.46153846153846156,1.8461538461538463,3.136760589554423,1.102105072005608,True,True,True,26,1,Surge 1.10x vs baseline; forecast W: 3.14
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,41,barangay 23 c,3.0,0.625,2.5,3.8072132346500243,1.0877752099000069,True,True,True,8,4,Surge 1.09x vs baseline; forecast W: 3.81
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,42,agdao,1.0,0.9615384615384616,3.8461538461538463,5.2438974741406,1.0820740819655206,True,True,True,26,3,Surge 1.08x vs baseline; forecast W: 5.24
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,43,gov paciano bangoy,2.0,0.34615384615384615,1.3846153846153846,2.5620868937581927,1.0744235360921452,True,True,True,26,3,Surge 1.07x vs baseline; forecast W: 2.56
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,44,barangay 10 a,2.0,0.3076923076923077,1.2307692307692308,2.3944737324842915,1.0733847766308893,True,True,True,26,3,Surge 1.07x vs baseline; forecast W: 2.39
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,45,santo nino,2.0,0.875,3.5,4.741057990318898,1.0535684422930884,True,True,True,8,5,Surge 1.05x vs baseline; forecast W: 4.74
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,46,barangay 22 c,0.0,0.38461538461538464,1.5384615384615385,2.490252681783663,0.9810086322178068,True,True,True,26,0,Surge 0.98x vs baseline; forecast W: 2.49
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,47,barangay 7 a,0.0,0.3076923076923077,1.2307692307692308,2.083192147261334,0.9338447556688739,True,True,True,26,0,Surge 0.93x vs baseline; forecast W: 2.08
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,48,bunawan,3.0,1.5,6.0,5.842515907261673,0.8346451296088103,True,True,True,26,3,Surge 0.83x vs baseline; forecast W: 5.84
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,49,kap tomas monteverde sr,2.0,0.625,2.5,2.729700055032093,0.7799143014377409,True,True,True,8,5,Surge 0.78x vs baseline; forecast W: 2.73
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,50,bato,2.0,0.6923076923076923,2.769230769230769,2.5141974191085064,0.6670319683349099,True,True,True,26,2,Surge 0.67x vs baseline; forecast W: 2.51
