Barangay_key,RMSE,MAE,sMAPE,RMSE_rank,MAE_rank,sMAPE_rank,CompositeScore
sumimao,0.5770416476299565,0.22334894627486124,1.9736874336664267,104.0,146.0,24.0,91.33333333333333
tacunan,1.9607662594855013,1.5644069277049033,0.9093593911053189,19.0,17.0,165.0,67.0
tagakpan,0.9055832176866909,0.7030632599084191,1.6555572776775511,65.0,60.0,121.0,82.0
tagluno,0.20929691766693878,0.07605239719803657,1.994490109736987,175.0,179.0,5.0,119.66666666666667
tagurano,0.4238450927875482,0.23013333612472545,1.9525383565296828,135.0,145.0,45.0,108.33333333333333
talandang,0.6765712125370145,0.38966163853506935,1.8891119266023872,91.0,101.0,80.0,90.66666666666667
talomo,4.458671249236416,3.377679770592481,0.6652512807719608,1.0,1.0,179.0,60.333333333333336
talomo river,1.5433156114230087,0.8792736369223098,1.5649044354892807,34.0,50.0,124.0,69.33333333333333
tamayong,0.7938544920787288,0.543322486002886,1.7557774654295135,73.0,81.0,104.0,86.0
tambobong,0.7880774300898482,0.44780141134544615,1.9066097159563127,74.0,92.0,73.0,79.66666666666667
tamugan,0.9565624761906663,0.7721877264832478,1.3666530219334627,59.0,55.0,139.0,84.33333333333333
tapak,0.1910440124909399,0.06874501216179361,1.995015589891869,178.0,180.0,4.0,120.66666666666667
tawan tawan,0.9165531953967677,0.6051878723780468,1.7698836143682761,62.0,73.0,103.0,79.33333333333333
tibuloy,0.4776115456323938,0.37401869305482927,1.8821569524391506,126.0,107.0,85.0,106.0
tibungco,2.7649770825652245,2.204724337861266,0.6933370623244907,9.0,7.0,177.0,64.33333333333333
tigatto,1.5749449182308104,1.2354976841170575,0.8405981669198777,33.0,29.0,170.0,77.33333333333333
toril,2.291520790502914,1.6180315252881803,0.9096598040694643,14.0,16.0,164.0,64.66666666666667
tugbok,1.7770545539634623,1.163416708252636,1.044494592163966,24.0,34.0,158.0,72.0
tungakalan,0.26016216955213134,0.18230423654699587,1.9657819750537062,168.0,160.0,32.0,120.0
ubalde,0.3920459467821356,0.3315178877715567,1.911442180689401,142.0,118.0,68.0,109.33333333333333
ula,0.7158907977552952,0.5576311108338382,1.6717419628445567,85.0,79.0,118.0,94.0
vicente hizon sr,0.8084414834282689,0.5004979493016714,1.8202434256699906,71.0,85.0,97.0,84.33333333333333
waan,0.5657012025094398,0.28638137589163914,1.9498051488878125,109.0,132.0,47.0,96.0
wangan,0.9660065627123311,0.7061512932603798,1.6739489855366585,58.0,59.0,116.0,77.66666666666667
wilfredo aquino,0.6336329464391177,0.5306549654005845,1.6984675531669533,96.0,82.0,113.0,97.0
wines,1.1144009815075235,0.6305443011101998,1.8033943172798166,51.0,70.0,101.0,74.0
