Barangay_key,train_weeks,nonzero_weeks,total_cases,eligible_local,eligibility_reason,run_id
matina biao,446,41,46.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
matina crossing,446,374,1270.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
matina pangi,446,200,321.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
megkawayan,446,17,18.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
mintal,446,288,627.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
mudiang,446,44,54.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
mulig,446,95,136.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
new carmen,446,28,33.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
new valencia,446,24,40.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
pampanga,446,207,343.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
panacan,446,345,945.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
panalum,446,16,18.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
pandaitan,446,18,21.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
pangyan,446,35,45.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
paquibato,446,88,121.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
paradise embak,446,28,38.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
rafael castillo,446,172,260.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
riverside,446,91,129.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
salapawan,446,8,8.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
salaysay,446,61,70.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
saloy,446,16,26.0,False,too_sparse_nonzero_weeks+too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
san antonio,446,151,218.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
san isidro,446,34,36.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
santo nino,446,230,426.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
sasa,446,367,1128.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
sibulan,446,32,45.0,False,too_few_total_cases,c633faad-2618-4f7c-a367-7281c4b3d4d6
sirawan,446,147,219.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
sirib,446,77,132.0,True,ok,c633faad-2618-4f7c-a367-7281c4b3d4d6
